ion,wave_vac,terms,line_ratio,configuration,multiplet
Fe II,2440.667770613652,c4F,0.3177049180327869,,21
Fe II,2441.871046365447,z4F*,0.02125,,27
Fe II,2443.330380912419,c4F,0.7967213114754098,,21
Fe II,2444.6616862185915,c4F,0.6065573770491803,,21
Fe II,2445.257822963456,b4P,0.05775775775775776,,19
Fe II,2446.019997825331,c4F,0.16459016393442624,,21
Fe II,2447.2152721194398,a4H,0.257516339869281,,8
Fe II,2447.5173414521664,c4P,0.45230263157894735,,22
Fe II,2448.852648003278,c4P,1.0,,22
Fe II,2450.471019677604,a4F,0.10413223140495868,,6
Fe II,2451.8443351914875,a4F,0.171900826446281,,6
Fe II,2453.487712894203,c4F,0.20655737704918034,,21
Fe II,2454.7239971357594,z4D*,0.020847058823529413,,26
Fe II,2456.199336454615,c4F,0.2537704918032787,,21
Fe II,2456.4573958194587,z4F*,0.01872916666666667,,27
Fe II,2457.7096839540136,c4P,0.625,,22
Fe II,2457.848715948908,c4P,0.6677631578947368,,22
Fe II,2458.325825752709,z4D*,0.0124,,26
Fe II,2459.527102276203,a4G,0.022575107296137337,,7
Fe II,2460.7623867133907,c4F,0.27737704918032785,,21
Fe II,2461.1814832343775,z4F*,0.13145833333333334,,27
Fe II,2463.06391689486,z4F*,0.013541666666666667,,27
Fe II,2463.4900150837634,c4F,1.0,,21
Fe II,2473.359292168296,z4F*,0.09083333333333334,,27
Fe II,2473.654360330784,c4P,0.46710526315789475,,22
Fe II,2474.205487657255,c4P,0.14736842105263157,,22
Fe II,2475.208719475793,a4F,0.08429752066115702,,6
Fe II,2475.8658713548975,z4F*,0.052083333333333336,,27
Fe II,2476.2889691525684,z4F*,0.064375,,27
Fe II,2477.428232538134,a4F,0.34545454545454546,,6
Fe II,2482.8674910079394,a4H,0.272875816993464,,8
Fe II,2483.408616294324,a4G,0.02819742489270386,,7
Fe II,2483.415617915507,d2G,1.0,,0
Fe II,2483.618664930987,z4D*,0.014635294117647059,,26
Fe II,2484.9469725548192,a4F,1.0,,6
Fe II,2485.19703047651,z4D*,0.04588235294117647,,26
Fe II,2485.76016092841,c4F,0.5737704918032787,,21
Fe II,2485.8251759905556,a4F,0.12231404958677686,,6
Fe II,2487.6395964313165,c4F,0.179672131147541,,21
Fe II,2490.2361984252166,a4H,0.20326797385620915,,8
Fe II,2493.937057045128,a4H,0.296078431372549,,8
Fe II,2494.012074457041,a4H,1.0,,8
Fe II,2494.6332186390196,z4D*,0.019152941176470588,,26
Fe II,2499.6493837458743,a4H,0.24836601307189543,,8
Fe II,2504.079413795742,a4G,0.026738197424892703,,7
Fe II,2505.9708538919517,a4F,0.25950413223140495,,6
Fe II,2506.849058292869,a4G,0.023948497854077253,,7
Fe II,2507.552221981656,c4F,0.28885245901639345,,21
Fe II,2508.3534085197803,z6D*,0.11531531531531532,,29
Fe II,2508.442429248255,z6D*,0.3207207207207207,,29
Fe II,2510.6199364060058,z6D*,0.04684684684684685,,29
Fe II,2512.1262873869014,a4F,0.32066115702479336,,6
Fe II,2512.5233799288326,a4H,0.2045751633986928,,8
Fe II,2513.909703071991,z6D*,0.34864864864864864,,29
Fe II,2521.024362967161,z6D*,0.2063063063063063,,29
Fe II,2524.2011049321354,z6D*,0.10720720720720721,,29
Fe II,2526.1465595606833,a4H,0.30130718954248364,,8
Fe II,2526.679684177635,z6D*,1.0,,29
Fe II,2527.050770926718,b4P,0.07797797797797798,,19
Fe II,2527.591897438108,a4F,0.09586776859504133,,6
Fe II,2529.990458375722,b2H,0.4991304347826087,,14
Fe II,2530.3065323149617,b4F,0.02753846153846154,,17
Fe II,2530.86166218833,z6D*,0.5342342342342342,,29
Fe II,2534.3874874075645,a4H,0.24836601307189543,,8
Fe II,2537.6062412787464,a4H,0.28104575163398693,,8
Fe II,2537.903310881037,z6D*,0.309009009009009,,29
Fe II,2539.444672083727,z6D*,0.9819819819819819,,29
Fe II,2539.7557449942915,a4H,0.26437908496732027,,8
Fe II,2543.0835252604834,a4F,0.06297520661157024,,6
Fe II,2544.137772559546,a4H,0.19869281045751633,,8
Fe II,2550.918364356517,z6D*,0.10810810810810811,,29
Fe II,2563.3032773015198,a4D,0.14054054054054055,,5
Fe II,2564.247499670706,a4D,0.07683397683397683,,5
Fe II,2567.6803084534595,a4D,0.06332046332046332,,5
Fe II,2575.139067582218,b4P,0.08308308308308308,,19
Fe II,2578.6929066125354,a4D,0.06332046332046332,,5
Fe II,2579.8921898780213,z4P*,0.04136842105263158,,28
Fe II,2583.3600093153605,a4D,0.07297297297297298,,5
Fe II,2586.651787637992,a6D,0.3611940298507463,,10
Fe II,2592.3181285062306,a4D,0.1498069498069498,,5
Fe II,2593.5574219525383,a2I,0.9905149051490515,,3
Fe II,2594.507646996019,a4D,0.06254826254826255,,5
Fe II,2599.1457459943945,a6D,0.22268656716417912,,10
Fe II,2600.1729895226963,a6D,0.41194029850746267,,10
Fe II,2607.8698156108308,a6D,0.1582089552238806,,10
Fe II,2611.8517613000367,a4D,0.13590733590733592,,5
Fe II,2612.6559523699448,a6D,0.35522388059701493,,10
Fe II,2614.6064158957956,a6D,0.12208955223880597,,10
Fe II,2618.3983174816017,a6D,0.24328358208955222,,10
Fe II,2621.194982807476,a6D,0.1391044776119403,,10
Fe II,2622.453282259467,a6D,0.1271641791044776,,10
Fe II,2625.8420890488924,b4G,0.059133858267716534,,18
Fe II,2626.27319171651,a2I,0.7479674796747967,,3
Fe II,2626.451234119687,a6D,0.4835820895522388,,10
Fe II,2629.081860785692,a6D,0.1635820895522388,,10
Fe II,2631.831516100151,a6D,0.23402985074626867,,10
Fe II,2632.1095823872315,a6D,0.382089552238806,,10
Fe II,2632.388648915822,b4F,0.036923076923076927,,17
Fe II,2651.2751584533685,z4P*,0.06736842105263158,,28
Fe II,2670.7238163905186,c4P,0.09375,,22
Fe II,2681.8374843645693,c4P,0.15148026315789473,,22
Fe II,2693.4032655834753,b2G,0.06407035175879397,,13
Fe II,2693.633320952839,a4D,0.09884169884169884,,5
Fe II,2699.9948527704305,c4P,0.10526315789473684,,22
Fe II,2710.184309251249,a4D,0.07065637065637066,,5
Fe II,2711.3535913702567,c4P,0.1569078947368421,,22
Fe II,2712.64490298604,a4G,0.04592274678111588,,7
Fe II,2715.2155234895445,a4D,0.10501930501930502,,5
Fe II,2717.3690434841246,z2I*,1.0,,0
Fe II,2717.499074886852,a4D,0.10115830115830116,,5
Fe II,2718.325274428243,b4G,0.06393700787401575,,18
Fe II,2718.771382180473,z6P*,0.4056795131845842,,31
Fe II,2719.4455450294854,c4F,0.36065573770491804,,21
Fe II,2721.6950885335145,c4F,0.2022950819672131,,21
Fe II,2725.6920546425467,a4D,0.1274131274131274,,5
Fe II,2728.344696106832,a4D,0.0891891891891892,,5
Fe II,2728.7447928788006,z6P*,0.12961460446247464,,31
Fe II,2730.396192360953,c4F,0.31114754098360653,,21
Fe II,2731.543469946208,a4D,0.10926640926640926,,5
Fe II,2733.254884105283,a4F,0.9256198347107438,,6
Fe II,2733.755005151765,c4F,0.4459016393442623,,21
Fe II,2737.771977693199,a4D,0.06332046332046332,,5
Fe II,2739.2033243605424,b4G,0.13228346456692913,,18
Fe II,2740.356603729192,a4D,0.2166023166023166,,5
Fe II,2742.121031224593,c4F,0.43934426229508194,,21
Fe II,2744.009488881828,a4D,0.10926640926640926,,5
Fe II,2744.0364954275465,z6F*,0.0252970297029703,,30
Fe II,2746.9401993498595,z6F*,0.029504950495049503,,30
Fe II,2747.1632534342793,c4F,0.6,,21
Fe II,2747.296285691663,a4D,0.12162162162162163,,5
Fe II,2747.793406237415,a4D,0.1138996138996139,,5
Fe II,2747.9334401953874,z6F*,0.100990099009901,,30
Fe II,2749.990939207065,a4D,0.08725868725868725,,5
Fe II,2750.1319734174654,a4D,0.2277992277992278,,5
Fe II,2750.2950129664464,a4D,0.062162162162162166,,5
Fe II,2750.297013451715,c4F,0.29081967213114757,,21
Fe II,2752.96466067061,z6F*,0.07425742574257425,,30
Fe II,2753.8378725763437,c4F,0.8065573770491803,,21
Fe II,2754.1049373908095,b2H,0.5269565217391304,,14
Fe II,2755.7033253536083,z6F*,0.36386138613861385,,30
Fe II,2756.5535317495674,a4D,0.3444015444015444,,5
Fe II,2762.627006803796,a4D,0.07606177606177607,,5
Fe II,2763.148133422485,z6F*,0.1618811881188119,,30
Fe II,2765.9158060279988,b4G,0.12598425196850394,,18
Fe II,2768.2353699156056,z6F*,0.03306930693069307,,30
Fe II,2768.319390344143,b2H,1.0,,14
Fe II,2768.3363944785156,z6F*,1.0,,30
Fe II,2769.750738392231,a4D,0.08725868725868725,,5
Fe II,2770.17084055666,a4G,0.029871244635193132,,7
Fe II,2777.7286794647985,z6F*,0.27623762376237626,,30
Fe II,2786.0166980218487,z6F*,0.07128712871287128,,30
Fe II,2788.062196522208,z6P*,0.2332657200811359,,31
Fe II,2790.555804397892,b4G,0.044488188976377956,,18
Fe II,2810.6096996407236,z6P*,0.6044624746450304,,31
Fe II,2821.7844324652506,z4D*,0.02028235294117647,,26
Fe II,2825.3973167645277,z4D*,0.07011764705882353,,26
Fe II,2832.7141087576147,z4D*,0.06658823529411764,,26
Fe II,2833.9204043401064,z6P*,0.4766734279918864,,31
Fe II,2840.341978512231,z4F*,0.99375,,27
Fe II,2840.635050382221,z6P*,0.2535496957403651,,31
Fe II,2845.7973167072073,z4D*,0.09741176470588235,,26
Fe II,2846.2594301007275,z4D*,0.3035294117647059,,26
Fe II,2846.4374737906805,z4F*,1.0,,27
Fe II,2848.609006729663,z6P*,0.1310344827586207,,31
Fe II,2848.9470897136302,z4D*,0.508235294117647,,26
Fe II,2849.1521400456395,z4F*,0.4979166666666667,,27
Fe II,2852.5589764587394,z4F*,0.3729166666666667,,27
Fe II,2857.219121074018,z6P*,1.0,,31
Fe II,2857.747250828615,z4D*,1.0,,26
Fe II,2859.4686738111077,z4D*,0.16447058823529412,,26
Fe II,2862.0112987199504,a4D,0.037065637065637064,,5
Fe II,2864.9620241422945,z6P*,0.34685598377281945,,31
Fe II,2866.295352009764,z4F*,0.09479166666666666,,27
Fe II,2869.7171936586556,a4D,0.09034749034749034,,5
Fe II,2870.1593024236204,z4D*,0.24,,26
Fe II,2873.101026258181,z4F*,0.07270833333333333,,27
Fe II,2875.699665860386,a4D,0.032934362934362936,,5
Fe II,2881.604119766985,a4D,0.13320463320463322,,5
Fe II,2883.0354723560604,z4F*,0.01825,,27
Fe II,2884.550845699048,b2H,0.5521739130434783,,14
Fe II,2885.6101067041463,z4D*,0.16141176470588237,,26
Fe II,2893.6750948710796,a4D,0.08030888030888031,,5
Fe II,2908.7108057810115,a4D,0.2023166023166023,,5
Fe II,2918.3241813294594,a4D,0.10308880308880308,,5
Fe II,2922.8823084623514,b4D,0.09807692307692308,,16
Fe II,2927.4364351023787,a4D,0.8262548262548263,,5
Fe II,2940.3676368112874,a4D,0.06254826254826255,,5
Fe II,2945.252847385711,a4P,0.14166666666666666,,9
Fe II,2948.5216577181077,a4P,0.14583333333333334,,9
Fe II,2954.6401751475546,a4D,0.3073359073359073,,5
Fe II,2962.142036818248,a4D,0.054826254826254826,,5
Fe II,2965.4858670364774,a4P,0.14652777777777778,,9
Fe II,2965.5248767234248,a4D,0.06177606177606178,,5
Fe II,2965.9009701172845,a4P,0.1423611111111111,,9
Fe II,2971.3853323875164,a4D,0.2335907335907336,,5
Fe II,2976.807679910936,a4D,0.05637065637065637,,5
Fe II,2980.224529375383,a4D,0.08185328185328185,,5
Fe II,2985.694889896679,a4P,0.32013888888888886,,9
Fe II,2985.9599558372224,d4P,0.34355828220858897,,24
Fe II,2986.16500684888,d4P,1.0,,24
Fe II,2986.419070054835,a4P,0.15,,9
Fe II,3003.5173269637316,a4P,0.3347222222222222,,9
Fe II,3011.089214105335,z4P*,0.05105263157894737,,28
Fe II,3017.0006882580155,d4P,0.3085889570552147,,24
Fe II,3034.3200113588186,z4P*,0.05789473684210526,,28
Fe II,3037.8508934581287,z4P*,0.2431578947368421,,28
Fe II,3049.8678974705745,z4P*,0.3,,28
Fe II,3056.240491656857,z4P*,0.24526315789473685,,28
Fe II,3072.0144411277574,z4P*,0.20210526315789473,,28
Fe II,3077.3257720558895,z4P*,0.41947368421052633,,28
Fe II,3079.5723351680003,z4P*,1.0,,28
Fe II,3162.8912847421816,a4P,0.19166666666666668,,9
Fe II,3164.0115672565616,a4P,0.24513888888888888,,9
Fe II,3167.5864689220807,a4P,0.11041666666666666,,9
Fe II,3171.246392254909,a4P,0.10138888888888889,,9
Fe II,3184.0326197458885,a4P,0.28680555555555554,,9
Fe II,3186.2371764922937,a4P,0.2125,,9
Fe II,3187.652533973702,a4P,0.15833333333333333,,9
Fe II,3193.831094896853,a4P,0.17708333333333334,,9
Fe II,3194.7153183339174,a4P,0.11875,,9
Fe II,3196.990893414191,a4P,0.4097222222222222,,9
Fe II,3211.366528334719,a4P,0.1597222222222222,,9
Fe II,3214.232253336386,a4P,0.20208333333333334,,9
Fe II,3228.672908657434,a4P,0.4666666666666667,,9
Fe II,3256.828044756517,a4D,1.0,,5
Fe II,3278.292493070029,a4D,0.8687258687258688,,5
Fe II,3282.236494911583,a4D,0.38996138996138996,,5
Fe II,3296.7721891603182,a4D,0.15791505791505792,,5
Fe II,3304.418133591381,a4D,0.20772200772200772,,5
Fe II,3416.990853488773,a2P,0.4778225806451613,,4
Fe II,3444.8139767431144,a2P,0.3064516129032258,,4
Fe II,3495.6640190112985,a2P,1.0,,4
Fe II,3508.4082923571145,a2P,0.2862903225806452,,4
Fe II,3509.205497178078,a4P,0.15763888888888888,,9
Fe II,3765.1775953616625,b4P,0.20520520520520522,,19
Fe II,3784.4105860909876,a2P,0.46774193548387094,,4
Fe II,3873.8588361677703,b4P,0.16116116116116116,,19
Fe II,3915.621712600436,a4P,0.3680555555555556,,9
Fe II,3939.4049122404667,a4P,1.0,,9
Fe II,3946.330718372832,a4P,0.34444444444444444,,9
Fe II,4003.229569268318,b4P,0.1001001001001001,,19
Fe II,4174.628432105984,b4P,0.4084084084084084,,19
Fe II,4180.027848260948,b4P,0.7657657657657657,,19
Fe II,4234.355106327184,b4P,1.0,,19
Fe II,4259.35167207782,b4P,0.2132132132132132,,19
Fe II,4274.516657037308,b4P,0.10810810810810811,,19
Fe II,4297.780772588389,b4P,0.4494494494494494,,19
Fe II,4304.378507479022,b4P,0.32932932932932935,,19
Fe II,4352.985295576282,b4P,0.4344344344344344,,19
Fe II,4370.6479454095,b4P,0.12312312312312312,,19
Fe II,4386.617150738326,b4P,0.24724724724724725,,19
Fe II,4418.0714374768795,b4P,0.3123123123123123,,19
Fe II,4490.438520242621,b4F,0.22666666666666666,,17
Fe II,4492.674110129972,b4F,0.2441025641025641,,17
Fe II,4509.548563366941,b4F,0.14256410256410257,,17
Fe II,4516.61142765477,b4F,0.3333333333333333,,17
Fe II,4521.474711475075,b4F,0.36,,17
Fe II,4523.8993515750235,b4F,0.19384615384615383,,17
Fe II,4542.797341469158,b4F,0.10051282051282051,,17
Fe II,4550.737438454786,b4F,0.2312820512820513,,17
Fe II,4557.155133567325,b4F,0.42923076923076925,,17
Fe II,4577.621540531282,b4F,0.12102564102564102,,17
Fe II,4584.115256451202,b4F,0.2246153846153846,,17
Fe II,4585.1065184006475,b4F,0.5230769230769231,,17
Fe II,4630.633553609047,b4F,1.0,,17
Fe II,4925.315640917859,a6S,0.3582089552238806,,11
Fe II,5019.842751345182,a6S,0.6629353233830846,,11
Fe II,5170.485823239434,a6S,0.7425373134328358,,11
Fe II,5199.040426043707,a4G,0.2815450643776824,,7
Fe II,5236.083292113256,a4G,0.33991416309012873,,7
Fe II,5266.283338290927,a4G,0.05193133047210301,,7
Fe II,5277.445312757853,a4G,0.41630901287553645,,7
Fe II,5285.587482699416,a6S,1.0,,11
Fe II,5318.100149189792,a4G,1.0,,7
Fe II,5318.255190523476,a4G,0.0982832618025751,,7
Fe II,5327.022527972686,a4G,0.2849785407725322,,7
Fe II,5364.338478824513,a4G,0.29656652360515023,,7
Fe II,6149.4395055313735,b4D,0.2644230769230769,,16
Fe II,6150.933906343098,b4D,0.1907051282051282,,16
Fe II,6240.144839552334,b4D,0.25961538461538464,,16
Fe II,6249.302296944337,b4D,0.3108974358974359,,16
Fe II,6319.729199901421,z4D*,0.013670588235294118,,26
Fe II,6418.684771669124,b4D,0.453525641025641,,16
Fe II,6458.169377800794,b4D,1.0,,16
Fe II,7310.078644746492,b4D,0.11298076923076923,,16
Fe II,7464.446263467897,b4D,0.21955128205128205,,16
Fe II,7713.842542911272,b4D,0.4951923076923077,,16
Fe II,7972.590393048861,b6D,0.06189655172413793,,20
Fe II,7984.045486453079,b6D,0.08293103448275863,,20
Fe II,8159.77195123446,b6D,0.10344827586206896,,20
Fe II,8192.858890364132,b6D,0.08620689655172414,,20
Fe II,8231.192247747536,b6D,0.39655172413793105,,20
Fe II,8289.823091040895,b6D,0.15258620689655172,,20
Fe II,8359.480916647532,b6D,0.07086206896551724,,20
Fe II,8422.84004236192,b6D,0.05818965517241379,,20
Fe II,8453.312279676215,b6D,1.0,,20
Fe II,8492.38684312864,b6D,0.4793103448275862,,20
Fe II,8501.894413538383,b6D,0.10344827586206896,,20
Fe II,8724.767681741,d4D,0.1,,23
Fe II,8929.08895483411,d4D,0.5228915662650603,,23
Fe II,9077.992248392842,d4D,0.40963855421686746,,23
Fe II,9079.891762469077,d4D,0.2674698795180723,,23
Fe II,9125.446091563565,d4D,0.7168674698795181,,23
Fe II,9134.868641850213,d4D,0.8012048192771084,,23
Fe II,9178.387421037713,d4D,1.0,,23
Fe II,9180.607021836491,d4D,0.6927710843373494,,23
Fe II,9199.421114494808,d4D,0.3156626506024096,,23
Fe II,9205.647799986467,d4D,0.44819277108433736,,23
Fe II,9207.136202882299,d4D,0.032409638554216864,,23
Fe II,9213.465916282941,d4D,0.1180722891566265,,23
Fe II,9299.402180149336,d4D,0.14879518072289158,,23
Fe II,9327.673834246038,d4D,0.05319277108433735,,23
Fe II,9379.614897287975,d4D,0.08132530120481928,,23
Fe II,9409.249921447488,d4D,0.1783132530120482,,23
Fe II,9575.250875114527,z4P*,0.11157894736842106,,28
Fe II,9814.717741413415,z4P*,0.046684210526315786,,28
Fe II,9958.984829753777,z4F*,0.0175,,27
Fe II,10000.297024322184,z4F*,0.11791666666666667,,27
Fe II,10134.536403591335,z4P*,0.08105263157894736,,28
Fe II,10176.297722180549,z4D*,0.01543529411764706,,26
Fe II,10493.874812205362,z4F*,0.01575,,27
Fe II,10504.398665546732,z4F*,0.13729166666666667,,27
Fe II,10865.621622210556,z4F*,0.085,,27
Fe II,11128.619962946128,z4F*,0.04645833333333333,,27
Fe II,17329.4110117318,a6G,1.0,,0
Fe II,17870.08410400809,c4G,1.0,,0
